INDEX,YEAR,MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,SCHEDULED_TIME,AIR_TIME,DISTANCE,SCHEDULED_ARRIVAL
422,2015,1,1,UA,654,ORD,MCO,608,163.0,127.0,1005,951
423,2015,1,1,EV,6119,RIC,ORD,608,137.0,123.0,642,725
424,2015,1,1,OO,5456,RDM,SFO,608,102.0,68.0,462,750
425,2015,1,1,HA,205,OGG,HNL,609,32.0,23.0,100,641
426,2015,1,1,OO,4494,SJC,SLC,609,122.0,106.0,584,911
427,2015,1,1,OO,5370,ORD,MBS,610,66.0,37.0,222,816
428,2015,1,1,US,1709,EWR,CLT,610,121.0,95.0,529,811
429,2015,1,1,WN,828,PHX,BWI,610,250.0,210.0,1999,1220
430,2015,1,1,UA,1632,SEA,IAD,610,294.0,252.0,2306,1404
431,2015,1,1,UA,1725,LAS,SFO,610,96.0,62.0,414,746
432,2015,1,1,AA,168,DFW,MIA,610,163.0,129.0,1121,953
433,2015,1,1,AA,1315,BNA,DFW,610,135.0,,631,825
434,2015,1,1,AA,1336,PHX,DFW,610,135.0,108.0,868,925
435,2015,1,1,AA,1619,BOS,MIA,610,216.0,179.0,1258,946
436,2015,1,1,AA,1686,LAX,STL,610,215.0,183.0,1592,1145
437,2015,1,1,AS,345,OAK,SEA,610,119.0,95.0,671,809
438,2015,1,1,AS,454,SEA,LAX,610,155.0,122.0,954,845
439,2015,1,1,B6,57,BOS,IAD,610,111.0,73.0,413,801
440,2015,1,1,B6,24,LAX,JFK,610,314.0,279.0,2475,1424
441,2015,1,1,B6,1279,DCA,FLL,610,155.0,126.0,899,845
442,2015,1,1,B6,1836,DTW,BOS,610,118.0,74.0,632,808
443,2015,1,1,AA,1361,BNA,LAX,610,285.0,255.0,1797,855
444,2015,1,1,DL,327,PHL,ATL,610,155.0,103.0,666,845
445,2015,1,1,DL,1492,PHX,MSP,610,186.0,145.0,1276,1016
446,2015,1,1,B6,1554,SJU,FLL,610,163.0,147.0,1046,753
447,2015,1,1,EV,4556,VPS,IAH,610,119.0,99.0,528,809
448,2015,1,1,EV,6071,GUC,DEN,610,59.0,34.0,152,709
449,2015,1,1,F9,1252,MIA,LGA,610,175.0,147.0,1096,905
450,2015,1,1,MQ,3323,RIC,MIA,610,161.0,123.0,825,851
451,2015,1,1,MQ,3601,DTW,LGA,610,105.0,68.0,502,755
452,2015,1,1,MQ,3551,ORF,MIA,610,156.0,128.0,802,846
453,2015,1,1,OO,5572,MOT,DEN,610,133.0,84.0,604,723
454,2015,1,1,AA,1312,STL,MIA,611,169.0,127.0,1068,1000
455,2015,1,1,B6,269,BOS,FLL,611,213.0,174.0,1237,944
456,2015,1,1,EV,4506,MLU,IAH,612,73.0,58.0,262,725
457,2015,1,1,OO,5337,MAF,DEN,612,116.0,,563,708
458,2015,1,1,NK,562,LAX,LAS,613,68.0,44.0,236,721
459,2015,1,1,UA,416,PDX,ORD,614,235.0,207.0,1739,1209
460,2015,1,1,B6,1403,JFK,SJU,614,223.0,182.0,1598,1057
461,2015,1,1,HA,107,KOA,HNL,614,42.0,30.0,163,656
462,2015,1,1,OO,4681,EUG,SLC,614,115.0,90.0,618,909
463,2015,1,1,US,1754,RNO,PHX,615,107.0,84.0,601,902
464,2015,1,1,US,1789,PHX,CLT,615,228.0,183.0,1773,1203
465,2015,1,1,WN,1966,CMH,ATL,615,110.0,65.0,447,805
466,2015,1,1,WN,2351,HOU,ATL,615,110.0,91.0,696,905
467,2015,1,1,WN,137,HOU,PHX,615,175.0,160.0,1020,810
468,2015,1,1,AA,1125,DTW,DFW,615,185.0,,986,820
469,2015,1,1,AA,1165,BOS,JFK,615,75.0,44.0,187,730
470,2015,1,1,AA,1581,DFW,DCA,615,164.0,,1192,959
471,2015,1,1,AA,2253,MSP,DFW,615,165.0,128.0,852,900
472,2015,1,1,AS,504,SEA,SNA,615,155.0,129.0,978,850
473,2015,1,1,B6,99,BDL,DCA,615,100.0,67.0,313,755
474,2015,1,1,B6,962,SJU,BOS,615,247.0,244.0,1674,922
475,2015,1,1,B6,2006,FLL,EWR,615,165.0,148.0,1065,900
476,2015,1,1,DL,828,MOB,ATL,615,68.0,43.0,302,823
477,2015,1,1,DL,978,SAN,SLC,615,121.0,89.0,626,916
478,2015,1,1,DL,985,LAS,SLC,615,86.0,60.0,368,841
479,2015,1,1,DL,1275,DCA,DTW,615,100.0,73.0,405,755
480,2015,1,1,DL,2384,SMF,SLC,615,98.0,80.0,532,853
481,2015,1,1,DL,1610,DEN,DTW,615,184.0,121.0,1123,1119
482,2015,1,1,DL,1866,SFO,ATL,615,270.0,251.0,2139,1345
483,2015,1,1,DL,1919,LGA,MSP,615,189.0,172.0,1020,824
484,2015,1,1,EV,2522,LAW,DFW,615,55.0,30.0,140,710
485,2015,1,1,EV,2512,BRO,DFW,615,95.0,68.0,482,750
486,2015,1,1,EV,2572,PIB,MEI,615,45.0,15.0,69,700
487,2015,1,1,EV,4531,CHS,IAH,615,172.0,163.0,925,807
488,2015,1,1,EV,4655,MEM,IAH,615,110.0,88.0,468,805
489,2015,1,1,EV,5123,MGM,ATL,615,51.0,27.0,147,806
490,2015,1,1,F9,582,SLC,DEN,615,92.0,64.0,391,747
491,2015,1,1,F9,439,OMA,DEN,615,105.0,73.0,472,700
492,2015,1,1,MQ,2958,FAR,DFW,615,180.0,,968,915
493,2015,1,1,MQ,3432,DCA,JFK,615,63.0,41.0,213,718
494,2015,1,1,MQ,3613,MSN,DFW,615,160.0,,821,855
495,2015,1,1,MQ,3568,CMH,LGA,615,95.0,63.0,479,750
496,2015,1,1,OO,5348,SBP,LAX,615,71.0,37.0,156,726
497,2015,1,1,OO,5256,COS,IAH,615,139.0,116.0,809,934
498,2015,1,1,OO,4747,OAK,SLC,615,110.0,95.0,588,905
499,2015,1,1,OO,5464,LAR,DEN,615,53.0,28.0,113,708
500,2015,1,1,OO,5608,SAN,LAX,615,52.0,25.0,109,707
501,2015,1,1,OO,5636,BFL,SFO,615,95.0,59.0,238,750
502,2015,1,1,OO,6571,DRO,PHX,615,84.0,57.0,351,739
503,2015,1,1,OO,6573,MRY,PHX,615,106.0,79.0,598,901
504,2015,1,1,OO,6616,FAT,PHX,615,100.0,78.0,493,855
505,2015,1,1,NK,612,MSP,ORD,616,89.0,49.0,334,745
506,2015,1,1,NK,940,DFW,ORD,616,139.0,96.0,802,835
507,2015,1,1,OO,6368,BIS,DEN,617,120.0,77.0,516,717
508,2015,1,1,HA,101,ITO,HNL,618,49.0,39.0,216,707
509,2015,1,1,B6,762,PBI,LGA,619,158.0,141.0,1035,857
510,2015,1,1,OO,5249,SAT,ORD,619,172.0,121.0,1041,911
511,2015,1,1,UA,207,FLL,IAH,620,171.0,150.0,965,811
512,2015,1,1,US,1931,BUF,CLT,620,119.0,89.0,546,819
513,2015,1,1,UA,732,SEA,ORD,620,236.0,195.0,1721,1216
514,2015,1,1,WN,698,CMH,FLL,620,170.0,135.0,973,910
515,2015,1,1,WN,799,LAS,HOU,620,170.0,155.0,1235,1110
516,2015,1,1,WN,687,PVD,MCO,620,190.0,161.0,1072,930
517,2015,1,1,WN,823,SAN,BWI,620,295.0,248.0,2295,1415
518,2015,1,1,WN,603,SAN,MDW,620,250.0,200.0,1728,1230
519,2015,1,1,WN,885,SMF,PHX,620,120.0,89.0,647,920
520,2015,1,1,UA,1192,SAN,DEN,620,145.0,110.0,853,945
521,2015,1,1,UA,1568,SAN,EWR,620,320.0,253.0,2425,1440
522,2015,1,1,US,460,SJC,PHX,620,113.0,85.0,621,913
523,2015,1,1,AA,269,SJC,DFW,620,215.0,,1438,1155
524,2015,1,1,AA,1186,DFW,BOS,620,205.0,165.0,1562,1045
525,2015,1,1,AA,1390,SAN,DFW,620,185.0,138.0,1171,1125
526,2015,1,1,AA,2420,LAX,DFW,620,180.0,149.0,1235,1120
527,2015,1,1,AS,545,ONT,SEA,620,160.0,135.0,956,900
528,2015,1,1,AA,955,RDU,MIA,620,130.0,96.0,700,830
529,2015,1,1,DL,2129,ROC,ATL,620,151.0,108.0,749,851
530,2015,1,1,DL,1518,MCO,ATL,620,91.0,61.0,404,751
531,2015,1,1,DL,1588,DCA,MSP,620,165.0,155.0,931,805
532,2015,1,1,EV,4468,CAE,IAH,620,161.0,154.0,878,801
533,2015,1,1,EV,5534,BTR,ATL,620,88.0,59.0,448,848
534,2015,1,1,F9,1338,IAD,MSP,620,165.0,142.0,908,805
535,2015,1,1,MQ,3205,SAV,DFW,620,185.0,,925,825
536,2015,1,1,MQ,3173,GRI,DFW,620,120.0,,561,820
537,2015,1,1,NK,470,PDX,SAN,620,140.0,115.0,933,840
538,2015,1,1,NK,742,DFW,MSP,620,139.0,111.0,852,839
539,2015,1,1,OO,4762,PSP,SLC,620,106.0,84.0,541,906
540,2015,1,1,OO,4716,ISN,MSP,620,117.0,74.0,546,817
541,2015,1,1,OO,5616,HLN,DEN,620,118.0,79.0,594,818
542,2015,1,1,UA,1026,MCO,IAH,621,153.0,137.0,854,754
543,2015,1,1,B6,1481,BOS,RIC,621,113.0,88.0,474,814
544,2015,1,1,F9,344,BZN,DEN,622,93.0,70.0,524,755
545,2015,1,1,OO,4624,FAT,SLC,622,108.0,83.0,501,910
546,2015,1,1,OO,6372,FSD,DEN,622,110.0,73.0,483,712
547,2015,1,1,NK,200,IAH,ORD,623,152.0,115.0,925,855
548,2015,1,1,UA,206,EWR,IAH,624,239.0,222.0,1400,923
549,2015,1,1,DL,1515,PIT,DTW,624,86.0,41.0,201,750
550,2015,1,1,US,1982,FLL,CLT,625,117.0,95.0,631,822
551,2015,1,1,UA,525,MIA,EWR,625,181.0,150.0,1085,926
552,2015,1,1,WN,871,DEN,ATL,625,175.0,137.0,1199,1120
553,2015,1,1,WN,343,MDW,PHX,625,240.0,224.0,1444,925
554,2015,1,1,US,598,LAX,PHL,625,299.0,258.0,2402,1424
555,2015,1,1,AA,127,IAD,DFW,625,210.0,200.0,1172,855
556,2015,1,1,AA,387,LAX,AUS,625,175.0,,1242,1120
557,2015,1,1,AA,1079,CLT,DFW,625,175.0,149.0,936,820
558,2015,1,1,AA,1207,PHL,DFW,625,235.0,206.0,1303,920
559,2015,1,1,AA,1343,DFW,CLT,625,140.0,107.0,936,945
560,2015,1,1,AA,1635,ATL,DFW,625,150.0,,731,755
561,2015,1,1,AA,2379,RDU,DFW,625,195.0,166.0,1061,840
562,2015,1,1,AA,2272,SAT,DFW,625,70.0,40.0,247,735
563,2015,1,1,AS,124,FAI,SEA,625,205.0,188.0,1533,1050
564,2015,1,1,B6,70,FLL,BOS,625,180.0,169.0,1237,925
565,2015,1,1,B6,966,RSW,BOS,625,178.0,163.0,1249,923
566,2015,1,1,DL,891,MIA,ATL,625,120.0,84.0,594,825
567,2015,1,1,DL,2234,BWI,MSP,625,171.0,149.0,936,816
568,2015,1,1,DL,2480,MDT,ATL,625,146.0,97.0,620,851
569,2015,1,1,B6,2180,EWR,BOS,625,68.0,40.0,200,733
570,2015,1,1,EV,5221,SCE,DTW,625,87.0,60.0,301,752
571,2015,1,1,F9,308,GEG,DEN,625,132.0,108.0,836,937
572,2015,1,1,MQ,3609,LEX,DFW,625,160.0,,785,805
573,2015,1,1,MQ,3634,VPS,DFW,625,135.0,,641,840
574,2015,1,1,NK,969,BWI,ORD,625,129.0,116.0,622,734
575,2015,1,1,OO,6557,SBA,PHX,625,90.0,68.0,455,855
576,2015,1,1,OO,6564,SBP,PHX,625,101.0,73.0,509,906
577,2015,1,1,EV,4418,PNS,IAH,626,106.0,89.0,489,812
578,2015,1,1,OO,6230,COS,DEN,626,53.0,22.0,73,719
579,2015,1,1,EV,3272,CLE,ORD,627,87.0,60.0,315,654
580,2015,1,1,HA,104,LIH,HNL,628,32.0,18.0,102,700
581,2015,1,1,OO,7396,TWF,SLC,628,52.0,30.0,175,720
582,2015,1,1,DL,1592,SAN,ATL,629,241.0,202.0,1892,1330
583,2015,1,1,UA,195,BDL,ORD,630,159.0,137.0,783,809
584,2015,1,1,US,649,LAX,PHX,630,79.0,53.0,370,849
585,2015,1,1,US,674,EWR,PHX,630,341.0,339.0,2133,1011
586,2015,1,1,US,835,PHL,CLT,630,104.0,81.0,449,814
587,2015,1,1,UA,572,AUS,IAH,630,61.0,30.0,140,731
588,2015,1,1,UA,577,SFO,EWR,630,329.0,286.0,2565,1459
589,2015,1,1,OO,5628,RNO,SFO,630,73.0,41.0,192,743
590,2015,1,1,WN,4570,SEA,MDW,630,240.0,212.0,1733,1230
591,2015,1,1,WN,660,SJU,TPA,630,190.0,173.0,1237,840
592,2015,1,1,UA,1231,HNL,LAX,630,338.0,289.0,2556,1408
593,2015,1,1,US,401,CLT,PHL,630,93.0,68.0,449,803
594,2015,1,1,US,433,JFK,PHX,630,348.0,334.0,2153,1018
595,2015,1,1,US,567,SAN,PHX,630,83.0,48.0,304,853
596,2015,1,1,US,595,ONT,PHX,630,74.0,48.0,325,844
597,2015,1,1,AA,148,MIA,CLT,630,125.0,96.0,650,835
598,2015,1,1,AA,330,PBI,ORD,630,190.0,171.0,1144,840
599,2015,1,1,AA,1381,EWR,DFW,630,245.0,232.0,1372,935
600,2015,1,1,AS,157,ANC,OTZ,630,102.0,78.0,548,812
601,2015,1,1,AS,499,SAN,SEA,630,180.0,145.0,1050,930
602,2015,1,1,AS,573,SAN,PDX,630,160.0,136.0,933,910
603,2015,1,1,B6,23,JFK,LAX,630,377.0,358.0,2475,947
604,2015,1,1,B6,1099,LGA,MCO,630,181.0,136.0,950,931
605,2015,1,1,B6,929,JFK,RSW,630,195.0,162.0,1074,945
606,2015,1,1,B6,1285,BOS,PIT,630,118.0,87.0,496,828
607,2015,1,1,DL,418,SFO,JFK,630,325.0,284.0,2586,1455
608,2015,1,1,DL,783,MSP,ATL,630,158.0,112.0,907,1008
609,2015,1,1,DL,1984,AUS,ATL,630,127.0,93.0,813,937
610,2015,1,1,DL,2114,COS,ATL,630,175.0,131.0,1184,1125
611,2015,1,1,DL,2283,DTW,ATL,630,135.0,88.0,594,845
612,2015,1,1,DL,2370,MSY,LGA,630,168.0,137.0,1183,1018
613,2015,1,1,DL,1598,SEA,ATL,630,275.0,245.0,2182,1405
614,2015,1,1,DL,1809,EWR,ATL,630,167.0,114.0,746,917
615,2015,1,1,DL,1872,TPA,ATL,630,88.0,61.0,406,758
616,2015,1,1,EV,2549,BPT,DFW,630,70.0,46.0,270,740
617,2015,1,1,EV,3261,RIC,IAD,630,57.0,28.0,100,727
618,2015,1,1,EV,3929,EWR,JAX,630,159.0,120.0,820,909
619,2015,1,1,EV,4306,GPT,IAH,630,87.0,72.0,376,757
620,2015,1,1,F9,295,TPA,DEN,630,245.0,214.0,1506,835
621,2015,1,1,F9,711,RSW,DEN,630,254.0,229.0,1607,844
622,2015,1,1,F9,1246,DEN,DFW,630,110.0,96.0,641,920
623,2015,1,1,F9,1108,CLE,MCO,630,140.0,115.0,895,850
624,2015,1,1,MQ,2913,GPT,DFW,630,115.0,,500,825
625,2015,1,1,MQ,3649,MGM,DFW,630,135.0,,622,845
626,2015,1,1,OO,2604,SAN,LAX,630,55.0,25.0,109,725
627,2015,1,1,NK,379,ACY,MYR,630,95.0,73.0,466,805
628,2015,1,1,OO,5381,STC,ORD,630,86.0,52.0,394,756
629,2015,1,1,OO,4553,BOI,LAX,630,130.0,90.0,674,740
630,2015,1,1,OO,5186,SFO,SAN,630,92.0,64.0,447,802
631,2015,1,1,OO,5581,MSP,LAX,630,240.0,217.0,1535,830
632,2015,1,1,OO,6588,BFL,PHX,630,93.0,71.0,425,903
633,2015,1,1,UA,1534,TPA,ORD,631,168.0,144.0,1012,819
634,2015,1,1,EV,5764,ORD,IAD,632,112.0,77.0,589,924
635,2015,1,1,HA,114,HNL,OGG,632,36.0,20.0,100,708
636,2015,1,1,B6,675,JFK,MSY,633,211.0,194.0,1182,904
637,2015,1,1,OO,5297,MKE,ORD,633,54.0,21.0,67,727
638,2015,1,1,UA,410,MIA,ORD,635,200.0,174.0,1197,855
639,2015,1,1,US,700,SEA,PHL,635,301.0,263.0,2378,1436
640,2015,1,1,WN,1926,SAT,ATL,635,135.0,103.0,874,950
641,2015,1,1,WN,1119,PDX,MDW,635,235.0,218.0,1751,1230
642,2015,1,1,US,474,LAS,PHX,635,71.0,46.0,255,846
643,2015,1,1,AA,129,JAX,DFW,635,170.0,141.0,918,825
644,2015,1,1,AA,1349,MSY,DFW,635,100.0,,447,815
645,2015,1,1,AA,1543,PIT,DFW,635,200.0,162.0,1067,855
646,2015,1,1,AA,2220,COS,DFW,635,120.0,88.0,592,935
647,2015,1,1,AS,240,SEA,SAN,635,163.0,133.0,1050,918
648,2015,1,1,AS,576,PDX,SAN,635,139.0,117.0,933,854
649,2015,1,1,AS,724,SEA,SLC,635,121.0,93.0,689,936
650,2015,1,1,B6,475,PVD,MCO,635,190.0,155.0,1072,945
651,2015,1,1,B6,1467,HPN,PBI,635,176.0,146.0,1056,931
652,2015,1,1,AA,1441,JFK,LAS,635,350.0,342.0,2248,925
653,2015,1,1,DL,2005,MLB,ATL,635,95.0,65.0,442,810
654,2015,1,1,DL,2290,PIT,ATL,635,129.0,74.0,526,844
655,2015,1,1,DL,1864,SAN,MSP,635,224.0,190.0,1532,1219
656,2015,1,1,EV,5579,ABE,ATL,635,139.0,110.0,692,854
657,2015,1,1,MQ,3443,SPI,DFW,635,135.0,,630,850
658,2015,1,1,OO,4758,PLN,DTW,635,79.0,41.0,243,754
659,2015,1,1,OO,3460,PDX,ONT,635,134.0,105.0,838,849
660,2015,1,1,UA,665,RSW,EWR,638,172.0,144.0,1068,930
661,2015,1,1,DL,1056,SJC,MSP,639,231.0,214.0,1576,1230
662,2015,1,1,OO,4577,CIU,DTW,640,84.0,45.0,284,804
663,2015,1,1,US,1718,MCO,CLT,640,96.0,71.0,468,816
664,2015,1,1,US,1943,BWI,CLT,640,94.0,67.0,361,814
665,2015,1,1,US,1946,EWR,CLT,640,121.0,88.0,529,841
666,2015,1,1,WN,795,AUS,ATL,640,130.0,96.0,813,950
667,2015,1,1,WN,692,CAK,MCO,640,150.0,122.0,861,910
668,2015,1,1,WN,1170,FLL,LAS,640,330.0,303.0,2173,910
669,2015,1,1,WN,653,MKE,LAS,640,245.0,221.0,1524,845
670,2015,1,1,WN,890,PHX,MDW,640,195.0,160.0,1444,1055
671,2015,1,1,WN,832,SJC,LAS,640,85.0,63.0,386,805
672,2015,1,1,UA,1284,LAS,EWR,640,289.0,234.0,2227,1429
673,2015,1,1,UA,1748,ORD,EWR,640,125.0,82.0,719,945
674,2015,1,1,AA,1305,DSM,DFW,640,140.0,105.0,624,900
675,2015,1,1,AA,1285,IAH,DFW,640,70.0,,224,750
676,2015,1,1,AA,1562,RIC,DFW,640,220.0,188.0,1158,920
677,2015,1,1,AS,548,BLI,SEA,640,37.0,26.0,93,717
678,2015,1,1,AS,558,PDX,LAX,640,144.0,110.0,834,904
679,2015,1,1,AS,560,SEA,PSP,640,152.0,124.0,987,912
680,2015,1,1,AS,569,LAX,PDX,640,150.0,124.0,834,910
681,2015,1,1,AS,662,SEA,DFW,640,222.0,211.0,1660,1222
682,2015,1,1,AS,709,SLC,SJC,640,123.0,75.0,584,743
683,2015,1,1,AA,2476,BDL,MIA,640,206.0,164.0,1194,1006
684,2015,1,1,DL,1332,RSW,ATL,640,108.0,81.0,515,828
685,2015,1,1,DL,2135,TPA,LGA,640,154.0,128.0,1010,914
686,2015,1,1,DL,2276,MCO,LGA,640,153.0,125.0,950,913
687,2015,1,1,DL,2566,SFO,MSP,640,228.0,206.0,1589,1228
688,2015,1,1,EV,2506,CRP,DFW,640,80.0,52.0,354,800
689,2015,1,1,EV,2555,SHV,DFW,640,65.0,42.0,190,745
690,2015,1,1,EV,2561,BTR,DFW,640,85.0,64.0,383,805
691,2015,1,1,EV,2537,MLU,DFW,640,80.0,52.0,293,800
692,2015,1,1,MQ,2775,PIA,DFW,640,145.0,,672,905
693,2015,1,1,MQ,2966,ROW,DFW,640,85.0,,435,905
694,2015,1,1,MQ,3359,FWA,DFW,640,170.0,,859,830
695,2015,1,1,MQ,3476,CHS,MIA,640,100.0,74.0,489,820
696,2015,1,1,MQ,3589,GSO,MIA,640,136.0,99.0,710,856
697,2015,1,1,NK,705,LGA,FLL,640,186.0,147.0,1076,946
698,2015,1,1,NK,567,DTW,ATL,640,114.0,85.0,594,834
699,2015,1,1,NK,417,DTW,FLL,640,186.0,150.0,1127,946
700,2015,1,1,OO,3456,PDX,BUR,640,130.0,104.0,817,850
701,2015,1,1,OO,5492,MSN,ORD,640,57.0,28.0,108,737
702,2015,1,1,OO,6495,COS,LAX,640,165.0,115.0,833,825
703,2015,1,1,OO,5291,GCC,DEN,642,107.0,66.0,313,829
704,2015,1,1,UA,536,LAX,IAH,644,197.0,164.0,1379,1201
705,2015,1,1,UA,259,SNA,IAH,645,200.0,156.0,1346,1205
706,2015,1,1,UA,792,BUF,ORD,645,106.0,85.0,473,731
707,2015,1,1,VX,922,SFO,LAX,645,80.0,54.0,337,805
708,2015,1,1,WN,3213,DAL,MDW,645,140.0,95.0,793,905
709,2015,1,1,WN,2599,LIT,DAL,645,75.0,56.0,296,800
710,2015,1,1,WN,2199,MHT,MCO,645,205.0,171.0,1142,1010
711,2015,1,1,WN,3739,ALB,MCO,645,195.0,153.0,1073,1000
712,2015,1,1,WN,1188,SAT,BWI,645,185.0,153.0,1407,1050
713,2015,1,1,WN,4563,OKC,ATL,645,125.0,90.0,761,950
714,2015,1,1,US,593,SNA,PHX,645,86.0,50.0,338,911
715,2015,1,1,AA,323,DFW,STL,645,95.0,,550,820
716,2015,1,1,AA,1107,LGA,DFW,645,255.0,229.0,1389,1000
717,2015,1,1,AA,1234,LAS,ORD,645,210.0,175.0,1514,1215
718,2015,1,1,AA,1283,BNA,MIA,645,140.0,104.0,806,1005
719,2015,1,1,AA,1287,MSP,MIA,645,225.0,179.0,1501,1130
720,2015,1,1,AA,1300,SNA,DFW,645,185.0,143.0,1205,1150
721,2015,1,1,AA,2326,MIA,DCA,645,150.0,127.0,919,915
722,2015,1,1,B6,318,JFK,BOS,645,71.0,38.0,187,756
723,2015,1,1,B6,1137,BOS,DTW,645,145.0,112.0,632,910
724,2015,1,1,DL,716,OMA,ATL,645,144.0,,821,1009
725,2015,1,1,DL,765,PIT,MSP,645,154.0,114.0,726,819
726,2015,1,1,DL,801,SNA,ATL,645,256.0,207.0,1919,1401
727,2015,1,1,DL,827,FLL,ATL,645,114.0,81.0,581,839
728,2015,1,1,DL,860,SNA,MSP,645,225.0,188.0,1522,1230
729,2015,1,1,DL,886,ATL,LGA,645,128.0,97.0,762,853
730,2015,1,1,DL,1135,BHM,ATL,645,69.0,30.0,134,854
731,2015,1,1,DL,1324,BNA,ATL,645,74.0,36.0,214,859
732,2015,1,1,AA,1449,FLL,DFW,645,195.0,,1119,900
733,2015,1,1,DL,246,SAN,JFK,645,314.0,264.0,2446,1459
734,2015,1,1,AA,2395,BHM,DFW,645,135.0,103.0,597,900
735,2015,1,1,EV,4438,HOB,IAH,645,97.0,,501,922
736,2015,1,1,EV,6042,LNK,DEN,645,99.0,69.0,423,724
737,2015,1,1,F9,110,DEN,MSP,645,115.0,88.0,680,940
738,2015,1,1,F9,782,LAS,DEN,645,109.0,90.0,628,934
739,2015,1,1,F9,268,SNA,DEN,645,145.0,114.0,846,1010
740,2015,1,1,MQ,2965,SGF,DFW,645,95.0,,364,820
741,2015,1,1,MQ,3009,CMI,DFW,645,145.0,117.0,693,910
742,2015,1,1,MQ,3431,COU,DFW,645,120.0,,489,845
743,2015,1,1,NK,301,BWI,FLL,645,157.0,125.0,925,922
744,2015,1,1,NK,725,MCI,IAH,645,110.0,108.0,643,835
745,2015,1,1,OO,6262,GTF,DEN,645,117.0,87.0,624,842
746,2015,1,1,OO,4811,BNA,CVG,645,72.0,45.0,230,857
747,2015,1,1,OO,6502,SNA,SFO,645,95.0,63.0,372,820
748,2015,1,1,OO,6523,PHX,LAX,645,96.0,61.0,370,721
749,2015,1,1,OO,4974,ATL,IAH,646,136.0,121.0,689,802
750,2015,1,1,OO,7385,EKO,SLC,646,64.0,55.0,200,850
751,2015,1,1,B6,1208,IAD,JFK,647,73.0,49.0,228,800
752,2015,1,1,HA,338,HNL,KOA,647,42.0,27.0,163,729
753,2015,1,1,OO,6291,FAT,SFO,648,67.0,28.0,158,755
754,2015,1,1,DL,1212,LAX,MSP,649,218.0,193.0,1535,1227
755,2015,1,1,UA,284,PHX,SFO,650,134.0,89.0,651,804
756,2015,1,1,US,1866,PIT,CLT,650,99.0,68.0,366,829
757,2015,1,1,US,2071,MSP,CLT,650,160.0,111.0,930,1030
758,2015,1,1,WN,985,BWI,MCO,650,160.0,115.0,787,930
759,2015,1,1,WN,739,MSY,ATL,650,85.0,60.0,425,915
760,2015,1,1,WN,2964,PHX,DAL,650,130.0,111.0,879,1000
761,2015,1,1,UA,1291,FLL,ORD,650,202.0,175.0,1182,912
762,2015,1,1,US,408,PHL,PHX,650,325.0,327.0,2075,1015
763,2015,1,1,AA,338,LAX,SFO,650,80.0,55.0,337,810
764,2015,1,1,AA,1371,MEM,DFW,650,105.0,78.0,432,835
765,2015,1,1,AA,1318,BOS,DFW,650,280.0,256.0,1562,1030
766,2015,1,1,AA,1595,AUS,DFW,650,65.0,33.0,190,755
767,2015,1,1,AA,2226,DFW,TPA,650,135.0,114.0,929,1005
768,2015,1,1,AA,2429,CLE,DFW,650,195.0,159.0,1021,905
769,2015,1,1,AA,2424,LAX,DFW,650,180.0,146.0,1235,1150
770,2015,1,1,AS,321,SJC,SEA,650,124.0,100.0,697,854
771,2015,1,1,AS,582,PDX,SNA,650,139.0,117.0,859,909
772,2015,1,1,AS,629,LAS,PDX,650,136.0,114.0,763,906
773,2015,1,1,AS,805,SEA,SMF,650,110.0,80.0,605,840
774,2015,1,1,B6,148,LGB,OAK,650,82.0,59.0,353,812
775,2015,1,1,DL,476,LAX,JFK,650,319.0,274.0,2475,1509
776,2015,1,1,DL,1085,AVL,ATL,650,65.0,30.0,164,755
777,2015,1,1,DL,2512,HSV,ATL,650,68.0,30.0,151,858
778,2015,1,1,EV,6175,BNA,ORD,650,110.0,73.0,409,840
779,2015,1,1,MQ,3082,SAF,DFW,650,95.0,,551,925
780,2015,1,1,MQ,2973,GRR,DFW,650,195.0,,931,905
781,2015,1,1,MQ,3294,XNA,ORD,650,110.0,70.0,522,840
782,2015,1,1,MQ,3268,SUX,ORD,650,100.0,61.0,436,830
783,2015,1,1,MQ,3419,LFT,DFW,650,85.0,,351,815
784,2015,1,1,NK,729,ORD,TPA,650,163.0,127.0,1012,1033
785,2015,1,1,OO,5536,PSP,IAH,650,178.0,147.0,1269,1148
786,2015,1,1,OO,5428,HYS,DEN,650,74.0,53.0,298,704
787,2015,1,1,UA,464,BOS,EWR,651,86.0,45.0,200,817
788,2015,1,1,HA,332,HNL,ITO,651,50.0,33.0,216,741
789,2015,1,1,AA,1101,JFK,MIA,652,198.0,153.0,1089,1010
790,2015,1,1,NK,111,DTW,LAS,652,273.0,262.0,1749,825
791,2015,1,1,UA,1077,EWR,MIA,653,178.0,152.0,1085,951
792,2015,1,1,UA,1510,SAN,IAH,653,188.0,151.0,1303,1201
793,2015,1,1,UA,204,DFW,IAH,654,69.0,43.0,224,803
794,2015,1,1,US,773,RIC,CLT,655,77.0,54.0,257,812
795,2015,1,1,US,1960,TPA,CLT,655,100.0,74.0,507,835
796,2015,1,1,UA,670,TPA,EWR,655,155.0,133.0,997,930
797,2015,1,1,WN,707,CAK,ATL,655,120.0,77.0,528,855
